station_complex_id,station_complex,borough,latitude,longitude,nearby_attractions
626,"Franklin Av (2,3,4,5)/Botanic Garden (S)",Brooklyn,40.67068,-73.95813,"Crown Heights Film Festival, FiveMyles, Doctor Ronald McNair Park, Tooker Alley, The Shakespeare Garden, Discovery Garden, Brooklyn Museum, Brooklyn Botanic Garden, Prospect Park Zoo, Drink"
627,"Franklin Av (C,S)",Brooklyn,40.68138,-73.95685,"Doris, Glorietta Baldy, Cynergy Spa, Friends and Lovers BK, Endless Life Brewing, The Fulton Grand, Blew Smoke, Rey Diving, Bearded Lady, Little Beast / Cereal Spa"
628,"Fulton St (A,C,J,Z,2,3,4,5)",Manhattan,40.710373,-74.00657,"Especially Puglia Experiences, Oculus Crossfit, Inside Broadway Tours, Limo Service in NYC, Brooklyn Bridge Bike Rent, Hamilton The Tour, Thread, Tour Beaver, White Rabbit Tattoo NYC, Biotox Gold"
629,Lorimer St (L)/Metropolitan Av (G),Brooklyn,40.71406,-73.95027,"Quimby's Bookstore NYC, Good2go Spa, Union Pool, Mobil Car Service, Koscuiuszko Bridge, Night of Joy, Pete's Candy Store, Overture Spa, The Exley, The Brick Theater"
630,"Myrtle-Wyckoff Avs (L,M)",Brooklyn,40.699814,-73.91158,"Congregation Beit Aharon, Ridgewood Veterans Triangle, Liberty Department Stores II, Robert F. Kennedy Bridge, Svmmon, Sardine, Lorimoto Gallery, Level Art Gallery, Spa Heaven, Target Exterminating, Inc."
635,"South Ferry (1)/Whitehall St (R,W)",Manhattan,40.703087,-74.01299,"The White Horse Tavern, Bridge St, Krm Park, Cosmic Healing Room, Fearless Girl, Bowling Green, Seton Shrine, Staten Island Ferry, Top Dog Tours and Atlantic Yachting, Top Dog Tours NYC, Hudson River Greenway"
636,"Jay St-MetroTech (A,C,F,R)",Brooklyn,40.692337,-73.98734,"ASA College Massage Therapy Clinic, Eichler's Religious Articles & Gifts, Holy Cross Cemetery, Five Stride Skate Shop, Pebble Beach, Museum of Failure, Non Sequitur Beer Project, Caribbean Social Club, The Ripped Bodice Brooklyn, BLUE, The TATTER Textile Library"
1,"Astoria-Ditmars Blvd (N,W)",Queens,40.775036,-73.91203,"Astoria Internet Cafe, Silver Age Comics, Spa Waxing By Bea, Roxy's, Chronic Buddha, Locked - Escape Rooms NYC, Unlimited Body NY, Q.E.D., Q.E.D Astoria, Mosaic Cafe & Lounge"
10,"49 St (N,R,W)",Manhattan,40.7599,-73.98414,"Mango Nightclub Times Square, Freeflo, Tonic Bar - Times Square, Broadway.com, Playwright Tavern 49th St., Yankees Clubhouse Shop Times Square, M&M'S Store New York, The Fantastic World Of The Portuguese Sardine, Open Jar Studios, Owl Tours - Day Tours"
100,"Hewes St (M,J)",Brooklyn,40.70687,-73.95343,"Domsey Express, Zapped Beauty, The Flat, Soreiku Vineyards, Acela Lounge, Zero Waste Daniel, Get Up and Ride Bike Tours, Soloway, Rodney Park Center, Pandemusic Project"
101,"Marcy Av (M,J,Z)",Brooklyn,40.70836,-73.957756,"Tours by Frieda, Williamsburg, Brooklyn Flower Shop, Duff's Brooklyn, Hasidic Williamsburg Tour, Soloway, Rodney Park Center, Pandemusic Project, Get Up and Ride Bike Tours, Zero Waste Daniel"
103,"Bowery (J,Z)",Manhattan,40.72028,-73.99391,"Procell, Fig. 19, SFA Projects, Fridman Gallery, The Highlight Room Nyc, Go Green Organic Spa, Pottery Studio 1, Simone Subal Gallery, Massey Klein Gallery, Derek Eller Gallery"
107,"Broad St (J,Z)",Manhattan,40.706474,-74.011055,"Selia Yang, The Wall Street Experience - Wall Street Tours, Lower Manhattan Tours, New York Stock Exchange, Federal Hall, House of Morgan, Bla bla llc, NYTSTours, Castle Clinton National Monument, Our Lady of Victory Church"
108,Middle Village-Metropolitan Av (M),Queens,40.711395,-73.8896,"Cage-baseball Inc, Tales of the City tours, Tales of the city tours, Funtopia USA, Benninger Playground, R & M Childrens Boutique"
109,Fresh Pond Rd (M),Queens,40.706184,-73.895874,"Benninger Playground, Funtopia USA, The kiddie Spa, R & M Childrens Boutique, Cage-baseball Inc, Dan Na Body Work, Target Exterminating, Inc., New Rainbow Spa Ridgewood, 71st Ave Plaza, Sky Beauty Spa"
110,Forest Av (M),Queens,40.704422,-73.903076,"Target Exterminating, Inc., Dan Na Body Work, Telco Stores, Spa Heaven, Level Art Gallery, Lorimoto Gallery, 71st Ave Plaza, New Rainbow Spa Ridgewood, Sky Beauty Spa, Robert F. Kennedy Bridge"
111,Seneca Av (M),Queens,40.702763,-73.90774,"Robert F. Kennedy Bridge, Svmmon, Congregation Beit Aharon, Ridgewood Veterans Triangle, Liberty Department Stores II, Target Exterminating, Inc., Dan Na Body Work, Telco Stores, Spa Heaven, Lorimoto Gallery"
113,Knickerbocker Av (M),Brooklyn,40.698666,-73.91971,"GG's Social Trade & Treasure Club, Risk Gallery & Boutique, Alex's Tours, 24k Experience, Bossa Nova Civic Club, Deb Chaney Editions, Secret Project Robot, Shoppers World, Captured Group Photography, Select Vintage"
114,Central Av (M),Brooklyn,40.697857,-73.9274,"Bossa Nova Civic Club, Deb Chaney Editions, Drty Smmr, Secret Project Robot, Good Work Gallery, The Living Gallery, Brooklyn Paints, 24k Experience, Risk Gallery & Boutique, GG's Social Trade & Treasure Club"
118,3 Av (L),Manhattan,40.73285,-73.98612,"Partea, QQ Body Work, Kiehl's, Joe's Wine Co., Aum Shanti Bookshop & crystal tarot gallery, Tamago Skincare, Village East Cinema, Blind Pig Bar, Coyote Ugly, Beauty Bar"
119,1 Av (L),Manhattan,40.730953,-73.98163,"Kathe's Jewelry, Four Seasons Body Work 271 1st Ave, East Men Spa, O'Hanlons, Planet Rose Karaoke, Phoenix Bar, Drop Off Service, Esplora New York, Target East Village, Common Ground"
120,Bedford Av (L),Brooklyn,40.717304,-73.95687,"Junk Brooklyn, Brooklyn Winery, Sunshine Hot Stone Bodywork, Madame Morbid's Trolley Tours, Studio Joo, richlane, Rusty Dog Antiques, Greenhouse Holistic, Treatment by Lanshin, 10ft Single By Stella Dallas"
122,Graham Av (L),Brooklyn,40.714565,-73.94405,"Ba'sik, Emily's Pork Store, Beer Street, Harefield Road, Orient Grove, Brooklyn art factory, Grimm Artisanal Ales, The Vino Theater, Hawkeye Crates, Salt Lizard"
123,Grand St (L),Brooklyn,40.711926,-73.94067,"Amant, Interboro Spirits and Ales, Cleo's Yarn Shop, The Paper Box, Brooklyn Zoo NY, Light Industry, The Art Of Killin It, City Aquarium, Our Wicked Lady, Socialight Entertainment"
124,Montrose Av (L),Brooklyn,40.70774,-73.93985,"Worthless Studios, Worthlessstudios, Mad Axe, Ten Eyck Playground, Graff Tours, Now & Then NYC, Future Space, New York Off Road, Substance Skatepark, Club Nihil"
125,Morgan Av (L),Brooklyn,40.706154,-73.93314,"Braven Brewing Company, Amos Eno Gallery, Fresh Window, Pine Box Rock Shop, Creative Studio NYC, Arcade Project Curatorial, Syndicated Bar Theater Kitchen, Novo Arts, The Bone Museum, The Jungle Lounge"
126,Jefferson St (L),Brooklyn,40.706608,-73.92291,"House of Yes, Theatre XIV by Company XIV, Kato Sake Works, Fuchs Projects, Structural Color Gallery, Cocktail Magique by Company XIV, The Red Pavilion, Jupiter Disco, Soho Art Materials, Moran Site"
127,DeKalb Av (L),Brooklyn,40.70381,-73.91843,"Sardine, Svmmon, Robert F. Kennedy Bridge, Liberty Department Stores II, Starr Playground, Grover Cleveland Park, Daya Yoga Studio, Maria Hernandez Park, Left Hand Path, The Bush"
129,Halsey St (L),Queens,40.695602,-73.90408,"Plank Road, Outpost Artists Resources Inc, Evil Twin Brewing NYC, Rockwall Studios, Liminial Space, The Espejo Organization For The Arts, Bridge and Tunnel Brewery, Shivaloka Bodywork Brooklyn, Level Art Gallery, Lorimoto Gallery"
13,"28 St (R,W)",Manhattan,40.745495,-73.98869,"Swingers Nomad, Canyon of Heroes, Pawffy, Good Behavior, Taste Buds Kitchen, 27 Men Spa, Full Breath Massage, Chanon, La Pittura Art Studio, Aquamarine Spa"
130,Wilson Av (L),Brooklyn,40.688763,-73.904045,"Bridge and Tunnel Brewery, Rockwall Studios, Liminial Space, The Espejo Organization For The Arts, Plank Road, The Evergreens Cemetery, Ocean Hill Deli Corp, Thomas Boyland Park, The Tiny Cupboard Comedy Club, Luxury Facials and spa"
131,Bushwick Av-Aberdeen St (L),Brooklyn,40.68283,-73.90525,"The Evergreens Cemetery, Bott Welding And Consulting, Ocean Hill Deli Corp, Thomas Boyland Park, The Tiny Cupboard Comedy Club, Coco’s | The Collective Spa, Luxury Facials and spa, Callahan-kelly Playground, Fish Playground, Coustof Waxman"
133,Atlantic Av (L),Brooklyn,40.675346,-73.9031,"Coustof Waxman, Howard Playground, Callahan-kelly Playground, Bott Welding And Consulting, Ocean Hill Deli Corp, Thomas Boyland Park"
134,Sutter Av (L),Brooklyn,40.66937,-73.90198,"New York International Limousines, Livonia Park, VACAYA, Howard Playground, Coustof Waxman"
135,Livonia Av (L),Brooklyn,40.66404,-73.90057,"Livonia Park, New York International Limousines, VACAYA"
136,New Lots Av (L),Brooklyn,40.658733,-73.89923,"Livonia Park, New York International Limousines"
137,East 105 St (L),Brooklyn,40.650574,-73.89948,"Sarsfield Playground, Chabad Of Canarsie And Starrett City, Fresh as Daisy Kids Spa & Salon"
138,Canarsie-Rockaway Pkwy (L),Brooklyn,40.646652,-73.90185,"The Voice of Beauty/ VOB Aesthetics, Fresh as Daisy Kids Spa & Salon, Canarsie"
14,"23 St (R,W)",Manhattan,40.741302,-73.98934,"Flatiron/23rd Street Partnership, Indiecollect, Flatiron Building, Harry Potter New York, Albumarts, L'Occitane En Provence, Poppy Stockwell Skincare, QQ Nail Spa, Holos NYC, Omni Wellness"
141,Park Pl (S),Brooklyn,40.67477,-73.95763,"Little Beast / Cereal Spa, Bdrygoods, Latino Sports Club, 593 Park Place Management Inc, The Crown Inn, Luxe Nails & Spa, Chabad Heights, Lady J Jewelry Designs, Friends and Lovers BK, Endless Life Brewing"
143,Inwood-207 St (A),Manhattan,40.868073,-73.9199,"Bruce Reynold’s Garden, Isham Park, Body Sculpt Studio, Joyeria Elizabeth I, Amber Medical Spa: Patria Gonzalez, MD, Tesoro Laser & Skin Care Inc, Dyckman Farmhouse Museum, Dyckman bar, NYC Gay Tour, Monsignor Kett Playground"
144,Dyckman St (A),Manhattan,40.86549,-73.92727,"Dyckman bar, Dyckman Farmhouse Museum, Tesoro Laser & Skin Care Inc, Amber Medical Spa: Patria Gonzalez, MD, Joyeria Elizabeth I, Body Sculpt Studio, Bruce Reynold’s Garden, Isham Park, A Spa Massage, Golden Touch Spa"
145,190 St (A),Manhattan,40.85902,-73.93418,"St. Frances Cabrini Shrine Nyc, Noshwalks, Isle Of New York Tours, Ym-ymha Of Washington Heights & Inwood, Amelia Gorman Park, Chabad Of Washington Heights, Vines on Pine, Sava Spa, The Met Cloisters, Highbridge Dirt jump Park"
146,181 St (A),Manhattan,40.851696,-73.937965,"Beth Am, The People's Temple, Little Red Lighthouse, Bennett Park, Likras Shabbos, New York Department Store, Heather Garden, United Palace, Plaza de Las Americas, Le Spa, Nails Posh Studio"
147,175 St (A),Manhattan,40.84739,-73.939705,"Heather Garden, Tomy Rivero Beauty Lab, United Palace, Plaza de Las Americas, Le Spa, Central Park Food Tours, Bennett Park, Beth Am, The People's Temple, Little Red Lighthouse, New York Department Store"
149,163 St-Amsterdam Av (C),Manhattan,40.836014,-73.939896,"5D Guide, Sugar Hill Children's Museum of Art & Storytelling, Diaspora Now Inc, Sylvan Terrace, Morris-Jumel Mansion, Hamilton's New York, Holcombe Rucker Park, The Chabad House, National Track And Field Hall Of Fame, Nyrr Millrose Games"
150,155 St (C),Manhattan,40.830517,-73.94151,"Sugar Hill Children's Museum of Art & Storytelling, Diaspora Now Inc, 5D Guide, Hamilton's New York, Holcombe Rucker Park, Morris-Jumel Mansion, Sylvan Terrace, Jackie Robinson Park, Rucker Park Streetball, Colonel Charles Young Triangle"
151,"145 St (A,C,B,D)",Manhattan,40.824783,-73.944214,"Jackie Robinson Pool, The SPAaaht, Montesino Esthetic Center, Essie Green Galleries, Uranian Phalanstery, Convent Avenue Baptist Church, Hamilton Landmark Galleries, Strivers' Row, Tatiana Pages Gallery, Harlem School of the Arts"
152,"135 St (C,B)",Manhattan,40.817894,-73.94765,"Friends Of St. Nicholas Park, Saint Paul Baptist Church, Salem United Methodist Church, Bed of Nails, Harlem, Shiloh Baptist Church, Claire Oliver Gallery, Lady Lexis Kitchen, Harlem YMCA Health Club, Black United Fun Plaza"
153,"125 St (A,C,B,D)",Manhattan,40.811108,-73.95235,"Showmans Jazz Club, St.nicholas I, Greater Zion Hill Baptist Church, Morningside Park, Church of Saint Joseph of the Holy Family, Antioch Baptist Church, Madame Alexander Doll Company, Apollo Theater, Mony, Joseph Daniel Wilson Garden"
154,"116 St (C,B)",Manhattan,40.805084,-73.95488,"Your Cherish, African-American Wax Museum of Harlem, Paint 'N Pour, Artworks Advisory, Columbia University, Morningside Park Dog Run, Church Of Notre Dame, RV Traveling the USA, Cathedral Church of Saint John the Divine, The Episcopal Diocese Of New York"
155,"Cathedral Pkwy (110 St) (C,B)",Manhattan,40.800602,-73.95816,"Frederick Douglass Sculpture and Water Wall, Larry's Freewheeling, Bike Tours NYC, Lilac, Down to Earth Markets, Grimandi Art Gallery, Harlem Hip-Hop Tours, Long Teng Body Work, BaileyCoffee Tours, Bob's Your Uncle"
156,"103 St (C,B)",Manhattan,40.796093,-73.96146,"Lasker Rink and Pool, Peg Alston Fine Arts, Lilac, Custom Tassels and Trimmings, Custom & Private New York Tours Inc, Revolutionary Tours NYC, Conservatory Garden, El Museo del Barrio, Natural Affection, The Quest For the Seven Teeth"
157,"96 St (C,B)",Manhattan,40.79164,-73.9647,"Custom & Private New York Tours Inc, Lilac, Custom Tassels and Trimmings, Peg Alston Fine Arts, Jacqueline Kennedy Onassis Reservoir, Sound Flower Life, The Jewish Museum, Bloomie Nails & Spa, Corner Bookstore, Bob's Your Uncle"
158,"86 St (C,B)",Manhattan,40.78587,-73.96892,"Saj - Judaism Stands For All, The Bard Graduate Center, Yin Beauty & Arts Spa, W 87th Street Park & Garden, Haute Daisy, Israeli Wine Direct, Masa.kanai, West Side Community Garden, NYC Jaunts, Sol Bloom Playground"
159,"81 St-Museum of Natural History (C,B)",Manhattan,40.781433,-73.972145,"Theodore Roosevelt Park, Saurischian Dinosaurs, American Museum of Natural History, Rose Center for Earth and Space, Hayden Planetarium, Bull Moose Dog Run, Beresford, Royal City Tours, Central Park Airlines - Pedicab, Central Park"
16,"8 St-NYU (R,W)",Manhattan,40.730328,-73.99263,"The Museum of Interesting Things, Hostler Burrows, Maison Gerard, Pamela Belen, LMT, SpaBelles, Mysteries of New York Ghost Walk, Jean Vitrano Massage Therapist, Body & Qi Integrative Therapies, Your Best Skin NYC, Irina Michael Massage"
160,"72 St (C,B)",Manhattan,40.775593,-73.97641,"Contemporary Posters, Synergy Therapy Llc, The Dakota, Ahoy New York Food Tours, PikNYC Luxury Picnics, Strawberry Fields, John Lennon Memorial, UrbanNomad YOGA IN CENTRAL PARK, Daniel Webster Monument, 7evenwheels Central Park Pedicab Tour, Pink Umbrella New York Tours"
162,"50 St (C,E)",Manhattan,40.762455,-73.985985,"St. Malachy's - The Actors' Chapel, Hurleys, The Rum House, Longacre Theatre In New York, Longacre Theatre, Allegiance, Central Park Bike Rentals & Pedicab Tours, Harmony - A New Musical, Barrymore Theatre, Our Town On Broadway"
164,"34 St-Penn Station (A,C,E)",Manhattan,40.75229,-73.99339,"Tir Na Nog, The Theater at MSG, The United House Of Prayer For All People, The Madison Square Garden Company, DLA Executive Limousine, AMC Loews 34th Street 14, Headshots NYC, Meyers Parking, Lumiere Esthetic Studio , The Tank"
165,"23 St (C,E)",Manhattan,40.745907,-73.99804,"Renewing Spa, The Museum at FIT, Calder Foundation, Sivananda Yoga Vedanta Center - New York, Allerton Farming Inc., QQ Nail Spa, Enegy Men Spa, Midnight Records, Westside Brewhouse, Chelsea Body Work"
167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",Manhattan,40.732338,-74.000496,"Elegant Nails & Spa, St. Joseph's Church in Greenwich Village, Gay Street, Comedy Evening, Why Not Men's Spa, Lower East Side Food Tour, Vol de Nuit, Fat Black Pussycat, Village Underground, The Slaughtered Lamb Pub NYC"
168,"Spring St (C,E)",Manhattan,40.726227,-74.00374,"Sui Yoga And Cafe, Soho Playhouse, Nyc Sweet Tours, Soho Cigar Bar, Father Fagan Park, Arianna Skincare, Cutandcropped, Red Bench Bar, Little Market NYC, Oliver Peoples"
169,"Canal St (A,C,E)",Manhattan,40.720825,-74.005226,"JLene Then, Albert Capsouto Park, Studio Analogous, Nancy Whiskey Pub, EVOL Nightclub, Imaginari, Internally Happy, Dahesh Museum of Art, HERE, Jackie Robinson Museum"
17,"Prince St (R,W)",Manhattan,40.72433,-73.9977,"Nylon Squid, Converse, Museum Of Ice Cream Nyc, Physique 57 - Soho Studio, Scholastic Store, Paper Source, Mezzanine Spa, Vice, Ashley Longshore Gallery + Showroom, Arthena"
173,"High St (A,C)",Brooklyn,40.699337,-73.99053,"Brooklyn Photo Tours, Metrosails NYC Sailing Tours LLC, St. Ann's Warehouse, Flora Nails & Spa, Squibb Park, Fifty Henry, Helipass USA, Henry Street Ale House, Brooklyn War Memorial, Cadman Plaza Park"
175,"Hoyt-Schermerhorn Sts (A,C,G)",Brooklyn,40.688484,-73.985,"Nordstrom Rack, Fulton Street Mall, Bargemusic, Macy's, T.J.Maxx, Bad Axe Throwing, House of Wax, Alamo Drafthouse Cinema, Paper and Flowers, City Point"
176,Lafayette Av (C),Brooklyn,40.68611,-73.973946,"Museum Of Contemporary African Diasporan Art, Zuri's Petite Spa, Burlington, Melt Massage, Moes Bar and Lounge, Irondale Center, Fort Greene Park Conservancy, Mayflower, Chi Moshi Inc., Cuyler Gore Park"
177,Clinton-Washington Avs (C),Brooklyn,40.68326,-73.965836,"Brooklyn Bridge Tours, Walking Tours, With Yelling, Greene Playground, Hanson Dry, Tillou Fine Art, Pottery Studio 1, Jcc Brooklyn - Clinton Hill, The Holler, Inside Out Tours, Jane Bailey Memorial Garden"
179,"Nostrand Av (A,C)",Brooklyn,40.68044,-73.950424,"Welancora Gallery, Esa Kristoff Spa Theatre, Billie Holiday Theatre, Delacorte Clock, BAY RIDGE INTERIOR PAINTING, Jasmine's House of Scents, Peach fuzz Laser Studio, BrownstoneJazz, Bedford-Stuyvesant Historic District, Potomac Playground"
180,Kingston-Throop Avs (C),Brooklyn,40.67992,-73.94086,"Prospect Park Parkside Entrance, Saint Andrews Playground, Bed-Vyne Cocktail, Chelsea Gallery Tour, Raymond Bush Playground, The Pink Elephant, Wayne Clarke's Place, The Party Spa, BAY RIDGE INTERIOR PAINTING, Delacorte Clock"
181,"Utica Av (A,C)",Brooklyn,40.679363,-73.93073,"Jackie Robinson Park Playground, The Party Spa, Weeksville Heritage Center, Elife Limo, World Street Lens, The Pink Elephant, Wayne Clarke's Place, Raymond Bush Playground"
182,Ralph Av (C),Brooklyn,40.67882,-73.920784,"South Pacific Playground, Carver Playground, Weeksville Heritage Center, Jackie Robinson Park Playground, Barberspa Bk, Fish Playground, Tomato Mouse, Delight Factory, Coco’s | The Collective Spa, Luxury Facials and spa"
183,Rockaway Av (C),Brooklyn,40.67834,-73.91195,"Fish Playground, Callahan-kelly Playground, Tomato Mouse, Delight Factory, Howard Playground, The Tiny Cupboard Comedy Club, Ocean Hill Deli Corp, Thomas Boyland Park, Coco’s | The Collective Spa, Luxury Facials and spa"
185,Liberty Av (C),Brooklyn,40.67454,-73.896545,"Coustof Waxman, Callahan-kelly Playground, Martin Luther King Jr. Playground, Bott Welding And Consulting"
186,Van Siclen Av (C),Brooklyn,40.67271,-73.89036,"Techiel, Martin Luther King Jr. Playground, VACAYA, New York International Limousines, Steam Lounge & Spa"
187,Shepherd Av (C),Brooklyn,40.67413,-73.88075,"City Line Park, Techiel, Steam Lounge & Spa"
188,"Euclid Av (A,C)",Brooklyn,40.675377,-73.87211,"City Line Park, Techiel, Robert E. Venable Park, Kennys department store, Gorgeous Spa"
189,Grant Av (A),Brooklyn,40.677044,-73.86505,"Kennys department store, Gorgeous Spa, Robert E. Venable Park, Cityline Ozone Park Civilian Patrol"
190,80 St (A),Queens,40.67937,-73.85899,"Kennys department store, Robert E. Venable Park, Cityline Ozone Park Civilian Patrol, El Rey IV Billiard Lounge, London Planetree Skate Park"
191,88 St (A),Queens,40.679844,-73.85147,"Marshalls, Family Discount and Furniture, Ecstasy Limousine, Pro Line Archery Lanes, London Planetree Skate Park, Cityline Ozone Park Civilian Patrol"
192,Rockaway Blvd (A),Queens,40.680428,-73.84386,"Marshalls, Family Discount and Furniture, Pro Line Archery Lanes, Ecstasy Limousine, Lynx Lounge, Pristine Transportation, Pandit Baba Astrology Center, Sixt Rent A Car, London Planetree Skate Park, Tot Lot 105"
193,104 St (A),Queens,40.68171,-73.837685,"Family Discount and Furniture, Marshalls, Pro Line Archery Lanes, Lynx Lounge, Sixt Rent A Car, Pristine Transportation, Pandit Baba Astrology Center, Tot Lot 105, Bowl 360 Ozone Park"
194,111 St (A),Queens,40.68433,-73.83216,"Sixt Rent A Car, Pandit Baba Astrology Center, Pristine Transportation, Lynx Lounge, Tot Lot 105, Bowl 360 Ozone Park"
195,Ozone Park-Lefferts Blvd (A),Queens,40.68595,-73.8258,"Mingles, Hookah & Smoke"
196,Aqueduct Racetrack (A),Queens,40.672096,-73.83592,"Resorts World New York City, Aqueduct Race Track, Centreville Playground"
197,Aqueduct-N Conduit Av (A),Queens,40.668236,-73.83406,"Centreville Playground, Resorts World New York City, Aqueduct Race Track"
198,Howard Beach-JFK Airport (A),Queens,40.660477,-73.8303,Lefferts Playground
199,"Broad Channel (A,S)",Queens,40.608383,-73.815926,Jamaica Bay Wildlife Refuge Vstr. Cntr. - Gateway National Recreation Area
2,"Astoria Blvd (N,W)",Queens,40.77026,-73.91785,"Bana Spa, Deja Vu New York, Omorphia Spa NYC, Gigi Spa, Panda Spa, DD, Diamondy Doux: Stephen, Art For After Hours, Rudy’s Hobby & Art, Xcellent Nail Spa, Borges Medical Spa"
20,"City Hall (R,W)",Manhattan,40.713284,-74.00698,"City Hall Park, City Hall Park Visitor Information Center, Monty Python's Spamalot, Broadway, Woolworth Building, Blo Blow Dry Bar, Sage Wellness, Welkin Vines, Earthysoul, EuroStyle SkinCare by Zori, Downtown City Spa"
200,"Beach 90 St (A,S)",Queens,40.588036,-73.813644,"Rockaway Jet Ski, Rockaways, Sunlites Stained Glass, Yacht Rock Charters, Rockaway Surf Club, Rockaway Beach, Beach Tripper, Mighty Hacker Recovey"
201,"Beach 98 St (A,S)",Queens,40.585308,-73.82056,"Rockaway Surf Club, Rockaway Beach, Beach Tripper, Mighty Hacker Recovey, Sunlites Stained Glass, Rockaways, Rockaway Jet Ski, Yacht Rock Charters"
202,"Beach 105 St (A,S)",Queens,40.58321,-73.82756,"Mighty Hacker Recovey, Beach Tripper, Healy's Pub, Spa Rockaway, Cultivating The Collective, Surfs Up NY"
203,"Rockaway Park-Beach 116 St (A,S)",Queens,40.580902,-73.835594,"Cultivating The Collective, Spa Rockaway, Healy's Pub, Surfs Up NY, Happyfeet Reflexology Center, Hot Yoga Rockaway Beach"
204,Beach 67 St (A),Queens,40.590927,-73.79692,"Rockaway Tiki Bar, Skudin Surf, NYC Surfing, Impression Beauty Salon, Almeda Playground, Locals Surf School, Sail Rockaway, New York Surf School, Gypsea, Surf Skate Fitness"
205,Beach 60 St (A),Queens,40.592373,-73.78852,"Dr. Howard J Kirschner, Almeda Playground, Sail Rockaway, Locals Surf School, Rockaway Tiki Bar, NYC Surfing, Skudin Surf, Impression Beauty Salon"
206,Beach 44 St (A),Queens,40.59294,-73.77602,"Edgemere Urban Renewal Park, Edgemere Farm, Bayswater Park, Dr. Howard J Kirschner"
207,Beach 36 St (A),Queens,40.595398,-73.76817,"Bayswater Park, Edgemere Urban Renewal Park, Edgemere Farm, Beach 30th Park Far Rockaway, Beach 30th Street Playground, Grassmere Playground"
208,Beach 25 St (A),Queens,40.600067,-73.76135,"Grassmere Playground, Beach 30th Park Far Rockaway, El Nuevo Ambiente, Fan Fare, Bayswater Park"
209,Far Rockaway-Mott Av (A),Queens,40.603996,-73.7554,"El Nuevo Ambiente, Fan Fare, Grassmere Playground, Tribute Park, Westbourne Playground"
210,Norwood-205 St (D),Bronx,40.87481,-73.87885,"Fancy Nail & Spa, Whalen Playground, Williamsbridge Oval, Valentine-Varian House, Museum of Bronx History and Historical Society, Salud Holistic SPA, Kossuth Playground, Perfect Brows NYC, Blue Peacock Esthetic Spa, La Nueva Estrella Bar & Restaurant"
211,"Bedford Park Blvd (B,D)",Bronx,40.873245,-73.88714,"Blue Peacock Esthetic Spa, Lehman Center for the Performing Arts, Harris Park, Salud Holistic SPA, Kossuth Playground, Museum of Bronx History and Historical Society, Fancy Nail & Spa, Whalen Playground, Valentine-Varian House, Webster Avenue Community Playground"
212,"Kingsbridge Rd (B,D)",Bronx,40.866978,-73.89351,"Burlington, Cee & Cee Department Store, Rose Hill Park, Loco Hot Deals, Park, Edgar Allan Poe Cottage, Bryan Park, Target, Burlington, Marshalls"
213,"Fordham Rd (B,D)",Bronx,40.861298,-73.89775,"T.J.Maxx, Mozio - New York, Webster Playground, Park Avenue Thorpe, The Bronx Night Market, Bronx Night Market, Fordham University Church, Arthur Avenue Food Tours, Little Italy in the Bronx, Arthur Avenue Retail Market"
214,"182-183 Sts (B,D)",Bronx,40.856094,-73.90074,"Raw Gallery Nyc, Slattery Playground, Grand Playground, Gould Memorial Library, Hall of Fame for Great Americans, Devoe Park, Park Avenue Thorpe, Webster Playground, Marshalls, Burlington"
215,"Tremont Av (B,D)",Bronx,40.85041,-73.90523,"Echo Triangle, Central Jet Charter Inc., Devanney Triangle, Morton Playground, O'brien Oval, Cleopatra Playground, Stop & Go Playground, Grand Playground, Gould Memorial Library, Empanadas Monumental"
216,"174-175 Sts (B,D)",Bronx,40.8459,-73.91013,"Cleopatra Playground, O'brien Oval, Extreme Department Store, Cosita Spa, Crystal-Lization, Half Nelson Playground, Morton Playground, Echo Triangle, Devanney Triangle, Barry Plaza"
217,"170 St (B,D)",Bronx,40.839306,-73.9134,"Barry Plaza, Grant Park, Little Claremont Playground, Hat Heaven, Islamic Cultural Center of New York, Askari Tours, Cleopatra Playground, Extreme Department Store, Cosita Spa, Crystal-Lization"
218,"167 St (B,D)",Bronx,40.83377,-73.91844,"Askari Tours, Bronx Museum of the Arts, Hat Heaven, Grant Park, Mullaly Park, Yankee Stadium, Hard Rock Cafe Yankee Stadium, Joker Stairs, Nelson Playground, Arcilla Playground"
22,"Rector St (R,W)",Manhattan,40.70722,-74.01334,"Greenwich St. Jewelers, Jewish Learning Experience, BoatrideNYC, Sidewalks of NY Food Truck Tours, Agudath Israel Of America, Charging Bull (Wall Street Bull), Prestige Health and Wellness, Immortelle Therapy, History Hunters Historic Bar Scavenger Hunt, SuperReal"
220,"155 St (B,D)",Manhattan,40.830135,-73.93821,"Hamilton's New York, Holcombe Rucker Park, Morris-Jumel Mansion, Sylvan Terrace, Diaspora Now Inc, Sugar Hill Children's Museum of Art & Storytelling, 5D Guide, Rucker Park Streetball, Colonel Charles Young Triangle, Target Bronx Terminal"
221,21 St-Queensbridge (F),Queens,40.754204,-73.94283,"Vista Sky Lounge, LIC Beer Project, Queensbridge Park, cultureNOW, Court 16, Ideal Image Queens, Scenery Roof, Jorge Posada Artist, The Hub Bicycles, Iconyc"
